Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
ca,basement waterproofing caledon,basement renovation,,,,,70,5,0.00,0.13,192,Informational,"Video, People Also Ask, Related Searches, AI Overview, Knowledge Panel","0.11,0.82,0.82,1.00,0.52,0.29,0.52,0.41,0.17,0.29,0.82,0.64",70,,
ca,basement wet,basement renovation,,,,,70,25,9.32,0.83,202,Informational,"Short Videos, Discussions And Forums, Video, AI Overview, Site Links, Reviews, Video Carousel, People Also Ask, Related Searches","0.00,0.02,0.01,0.02,0.02,0.00,1.00,0.00,0.01,0.01,0.01,0.29",20,,
ca,bathroom redo on a budget,basement renovation,,,,,70,32,1.87,0.21,171,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video","0.11,0.41,0.17,0.23,0.17,0.29,0.23,0.52,1.00,0.52,0.82,0.64",20,,
ca,bathroom remodeling ideas before and after,basement renovation,,,,,70,29,0.30,0.12,184,Informational,"Adwords Top, Short Videos, Discussions And Forums, Image Pack, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.09,0.33,0.33,0.33,0.33,0.33,0.19,0.33,0.33,0.33,0.23,0.33",90,,
ca,before and after house remodel,basement renovation,,,,,70,30,1.41,0.05,128,Informational,"Image Pack, Site Links, Video, Video Carousel, Related Searches","0.63,0.45,0.45,1.00,0.63,0.36,0.63,0.36,0.81,0.81,0.63,0.45",20,,
ca,best color for basement walls,basement renovation,,,,,70,28,0.22,0.36,181,Informational,"People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video","0.14,0.14,0.14,0.78,0.78,0.50,0.50,0.78,0.50,0.64,0.50,0.64",20,,
ca,budget for bathroom remodel,basement renovation,,,,,70,30,1.87,0.21,60,Informational,"Reviews, People Also Ask, Related Searches, Site Links","0.00,0.23,0.19,0.00,0.19,0.19,0.00,0.33,1.00,0.52,0.66,0.42",20,,
ca,cinder block homes,basement renovation,,,,,70,26,0.00,0.01,180,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.09,0.42,0.52,0.42,0.42,0.42,0.33,0.33,0.33,0.33,0.33,0.33",20,,
ca,concrete vs cinder block,basement renovation,,,,,70,18,0.00,0.33,104,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.81,0.63,0.63,0.81,0.63,0.81,0.45,0.45,0.45,1.00,1.00,1.00",20,,
ca,cozy basement,basement renovation,,,,,70,21,0.00,0.04,193,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Image Pack, Reviews, Image, Discussions And Forums","0.02,0.02,0.02,0.11,0.02,0.11,0.11,0.11,0.11,0.02,0.02,0.02",20,,
ca,damp basement,basement renovation,,,,,70,28,0.00,0.00,192,Informational,"Video Carousel, Related Searches, Discussions And Forums, Reviews, Video, People Also Ask, AI Overview, Image Pack, Site Links","0.41,1.00,0.82,0.64,0.52,0.17,0.29,0.17,0.17,0.23,0.29,0.41",20,,
ca,drop ceiling designs for basement,basement renovation,,,,,70,31,0.36,1.00,181,"Informational, Transactional","Related Searches, Short Videos, Site Links, Adwords Bottom, Popular Products, Image Pack, Video, Image, Video Carousel, People Also Ask","0.14,0.50,0.50,0.50,0.50,0.50,0.35,0.78,0.50,0.50,0.50,0.35",20,,
ca,fixing stairs,basement renovation,,,,,70,23,1.93,0.50,169,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.19,0.33,0.42,0.33,0.33,0.33,0.33,0.52,0.33,0.52,0.52,0.66",20,,
ca,house remodel,basement renovation,,,,,70,44,2.71,0.33,113,Informational,"Local Pack, Image Pack, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.28,0.35,0.78,0.50,0.64,0.64,0.64,0.64,0.50,0.64,0.50,0.35",75,,
ca,king city kitchen remodeling,basement renovation,,,,,70,1,0.00,0.00,116,Informational,"Reviews, Video, People Also Ask, AI Overview","0.00,0.11,0.11,0.07,0.00,0.34,0.34,0.26,0.42,1.00,0.42,0.42",90,,
ca,kitchen renovation calgary cost,basement renovation,,,,,70,3,1.76,0.38,106,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.27,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.45,0.63,0.81,0.45",20,,
ca,leaks in basements,basement renovation,,,,,70,8,8.39,0.70,137,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews, Video, Video Carousel","0.00,0.00,0.00,1.00,0.15,0.21,0.43,0.34,0.15,0.34,0.12,0.15",20,,
ca,leaky basement gravenhurst,basement renovation,,,,,70,14,0.00,0.00,125,Informational,"Knowledge Panel, Site Links, Reviews, Video","0.00,0.27,0.36,0.45,0.63,0.81,1.00,0.81,0.81,0.81,0.63,0.45",20,,
ca,outside basement entrance ideas,basement renovation,,,,,70,26,0.00,0.01,188,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Discussions And Forums","0.81,1.00,0.81,0.81,0.63,0.45,0.27,0.36,0.36,0.63,0.63,0.63",90,,
ca,railing ideas for basement stairs,basement renovation,,,,,70,22,0.72,1.00,183,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.07,0.26,0.26,0.26,0.34,0.26,0.26,0.19,0.26,0.34,0.26,0.26",20,,
ca,reface stairs,basement renovation,,,,,70,21,0.00,0.14,163,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Local Pack, Image Pack","0.11,0.77,1.00,0.55,0.77,1.00,1.00,1.00,1.00,1.00,1.00,0.77",20,,
ca,refurbish stairs,basement renovation,,,,,70,24,1.77,0.99,169,Informational,"Short Videos, Local Pack, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.00,0.50,0.50,0.35,0.64,0.78,0.78,0.78,0.64,1.00,0.64,0.78",75,,
ca,renovate staircase,basement renovation,,,,,70,23,2.13,0.74,169,"Informational, Transactional","Local Pack, Reviews, People Also Ask, Related Searches, Short Videos, Image Pack, Video, Image, Video Carousel","0.00,0.01,0.01,0.05,0.15,0.18,0.18,0.23,0.15,0.23,0.11,0.15",75,,
ca,renovate stairs,basement renovation,,,,,70,23,2.13,0.74,167,"Informational, Transactional","Reviews, People Also Ask, Related Searches, Short Videos, Local Pack, Image Pack, Video, Image, Video Carousel","0.00,0.00,0.00,0.21,0.64,1.00,0.78,0.64,0.64,0.78,0.64,0.64",75,,
ca,replacing bathroom vanity,basement renovation,,,,,70,29,1.28,0.99,165,"Informational, Commercial","People Also Ask, Popular Products, Short Videos, Discussions And Forums, Reviews, Video, Video Carousel, Related Searches, AI Overview, Site Links","0.14,0.64,0.50,0.35,0.50,0.50,0.35,0.50,0.50,0.64,0.35,0.50",20,,
ca,seepage in basement,basement renovation,,,,,70,14,6.27,0.36,131,Informational,"Short Videos, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.14,0.78,0.78,0.64,0.78,0.50,0.50,0.50,0.35,0.50,1.00,0.78",20,,
ca,stair baseboard molding,basement renovation,,,,,70,15,0.44,0.64,180,Informational,"Video, Image, Related Searches, Video Carousel, People Also Ask, Popular Products, Short Videos, Image Pack, Site Links","0.18,0.18,1.00,0.18,0.18,1.00,1.00,1.00,0.81,0.81,0.81,0.63",20,,
ca,staircase rebuilding,basement renovation,,,,,70,14,0.00,0.00,176,Informational,"Short Videos, Discussions And Forums, AI Overview, Local Pack, Video Carousel, People Also Ask, Related Searches, Site Links, Video","0.11,1.00,1.00,0.77,0.77,0.77,0.55,0.77,1.00",20,,
ca,step boards,basement renovation,,,,,70,23,0.19,0.93,192,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.36,0.63,0.63,0.63,0.36,0.45,1.00,0.63,0.81,0.45,1.00,0.63",20,,
ca,water coming through basement wall,basement renovation,,,,,70,40,4.20,0.47,109,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.14,0.64,0.78,0.64,0.78,1.00,0.78,0.50,0.50,0.50,0.21,0.14",20,,
ca,water seeping in basement floor,basement renovation,,,,,70,12,4.58,0.61,127,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews","0.14,0.64,0.35,0.35,0.28,0.35,0.64,0.50,0.00,1.00,1.00,0.14",20,,
ca,wet basement solutions toronto,basement renovation,,,,,70,59,0.00,0.93,142,Informational,"Local Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.14,0.64,0.64,0.35,0.35,1.00,1.00,1.00,0.35,0.35,0.35,0.35",90,,
ca,will a wet basement pass inspection,basement renovation,,,,,70,11,0.00,0.33,63,Informational,"Discussions And Forums, Site Links, Reviews, Video, Featured Snippet, People Also Ask","0.09,0.19,0.33,0.19,0.23,1.00,0.33,0.42,0.42,0.19,0.09,0.09",20,,
ca,basement door ideas,basement renovation,,,,,50,26,0.89,0.88,186,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Image, Popular Products, Image Pack","0.11,0.41,0.41,0.41,0.41,0.29,0.23,0.29,0.17,0.17,0.64,0.23",20,,
ca,bathroom renovation before and after,basement renovation,,,,,50,24,0.30,0.12,186,Informational,"People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, Video Carousel","0.07,0.26,0.26,0.34,0.19,0.26,0.15,0.26,0.26,0.15,0.19,0.19",20,,
ca,board stairs,basement renovation,,,,,50,26,0.30,0.98,168,Informational,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.07,0.07,0.07,0.07,0.42,0.07,0.07,0.42,0.07,0.42,0.07,0.42",20,,
ca,calgary kitchen renovation cost,basement renovation,,,,,50,3,1.56,0.42,109,Informational,"AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches, Discussions And Forums","0.11,0.44,0.44,0.55,0.77,0.55,0.44,0.77,0.77,1.00,0.55,0.77",20,,
ca,fixing a wet basement,basement renovation,,,,,50,31,7.65,0.76,121,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Local Pack, Site Links, Video","0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.00,0.03,0.01,0.03,0.03",20,,
ca,foundation leaking in basement,basement renovation,,,,,50,11,4.47,0.71,127,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews","0.05,0.23,0.23,0.17,0.07,0.07,0.12,0.07,0.07,0.17,0.28,0.28",20,,
ca,house renovator,basement renovation,,,,,50,34,3.55,0.41,196,Informational,"Knowledge Panel, Local Pack, Reviews, Video, Video Carousel, Related Searches, AI Overview, Image Pack, Image, People Also Ask, Popular Products","0.10,0.23,0.23,0.23,0.12,0.10,0.12,0.12,0.12,0.12,0.10,0.07",70,,
ca,leaking foundation,basement renovation,,,,,50,14,4.79,0.52,123,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Discussions And Forums","0.36,1.00,0.45,0.63,0.63,0.27,0.36,0.45,0.36,0.63,0.81,0.27",20,,
ca,water coming from basement wall,basement renovation,,,,,50,14,5.20,0.56,124,Informational,"Short Videos, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.07,0.35,0.50,0.28,0.50,1.00,0.78,0.35,0.64,0.21,0.07,0.14",20,,
ca,water in the basement,basement renovation,,,,,50,31,6.38,0.56,57,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches","0.23,0.23,0.29,0.05,0.11,0.17,0.52,0.41,0.29,1.00,0.82,0.29",20,,
ca,waterproofing basement cost toronto,basement renovation,,,,,50,8,5.48,0.64,113,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.00,0.23,0.17,0.23,0.11,0.29,1.00,0.82,0.23,0.29,0.11,0.11",20,,
ca,wet basement walls,basement renovation,,,,,50,25,4.35,0.66,47,Informational,"Related Searches, AI Overview, Video, People Also Ask","0.42,0.23,0.33,0.23,0.09,0.14,0.33,0.33,0.09,0.19,0.14,0.19",90,,
ca,baseboard stairs,basement renovation,,,,,90,27,0.41,0.27,166,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Image Pack","0.42,0.34,0.26,0.34,0.19,0.34,0.42,0.42,0.34,0.53,0.53,0.34",20,,
ca,basement carpet ideas,basement renovation,,,,,90,23,0.48,1.00,190,Informational,"Popular Products, Discussions And Forums, Video, Video Carousel, Related Searches, AI Overview, Site Links, Reviews, Image, People Also Ask","0.33,0.33,0.42,0.42,0.66,0.52,0.42,0.66,0.42,0.42,0.42,0.33",20,,
ca,basement gaming room,basement renovation,,,,,90,23,0.00,0.29,193,Informational,"Reviews, Video, People Also Ask, Popular Products, Site Links, Image, Video Carousel, Related Searches, Short Videos, Discussions And Forums, Image Pack","0.41,0.41,0.41,0.52,0.41,0.52,0.64,0.64,0.52,1.00,0.82,0.64",20,,
ca,basement house design,basement renovation,,,,,90,18,0.35,0.66,187,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.64,0.50,0.50,0.35,0.50,0.64,0.64,0.78,0.64,0.78,0.28,0.50",90,,
ca,basement walls,basement renovation,,,,,90,33,1.15,0.29,172,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Video","0.52,0.52,0.82,1.00,0.41,0.52,0.11,0.64,0.41,0.64,0.52,0.64",75,,
ca,basemeny,basement renovation,,,,,90,74,0.00,0.00,111,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Reviews, Video","0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,1.00,0.00,0.01,0.01",70,,
ca,flooring for basements,basement renovation,,,,,90,19,0.55,1.00,192,"Informational, Commercial","Video, People Also Ask, Related Searches, AI Overview, Image, Video Carousel, Popular Products, Site Links, Reviews","0.09,0.65,0.09,0.34,0.28,0.28,0.21,0.34,0.28,0.34,0.34,0.28",20,,
ca,house renovation before and after,basement renovation,,,,,90,31,1.41,0.05,130,Informational,"Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.52,0.52,0.52,0.23,0.41,0.52,0.41,0.52,0.64,0.64,0.41,0.52",20,,
ca,images of renovations,basement renovation,,,,,90,31,0.96,0.03,139,Informational,"Image Pack, Video, Related Searches","0.52,0.42,0.52,0.33,0.42,0.42,0.23,0.42,0.33,0.33,0.33,0.33",90,,
ca,baseboard trim how to install,basement renovation,,,,,70,39,0.23,0.17,104,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, Video","0.35,0.44,0.44,0.00,0.01,0.00,0.28,0.00,0.00,0.00,0.00,0.00",90,,
ca,basement drop ceiling ideas,basement renovation,,,,,70,33,0.36,1.00,163,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Reviews","0.14,0.50,0.50,0.50,0.50,0.64,0.64,0.78,0.50,0.64,0.50,0.35",20,,
ca,basement insulation code,basement renovation,,,,,70,21,1.69,0.03,135,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.52,0.41,0.41,0.41,0.41,0.41,0.41,0.23,0.29,0.11,0.11,0.11",20,,
ca,basement laundry area,basement renovation,,,,,70,23,0.89,0.16,196,Informational,"Image Pack, Site Links, Image, Popular Products, Short Videos, Reviews, Video, Video Carousel, Related Searches","0.07,0.19,0.19,0.34,0.26,0.26,0.26,0.34,0.26,0.07,0.42,0.34",20,,
ca,basement stair rail ideas,basement renovation,,,,,70,25,0.72,1.00,193,Informational,"Image Pack, Image, Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.00,0.23,0.33,0.00,0.33,0.33,0.80,0.33,0.42,0.33,0.42,0.00",20,,
ca,basement water seepage repair,basement renovation,,,,,70,16,7.69,0.83,126,Informational,"Video, Related Searches, Discussions And Forums, AI Overview, Local Pack, Site Links, Reviews, Video Carousel, People Also Ask","0.07,0.19,0.19,0.65,0.34,0.26,0.26,0.26,0.26,0.34,0.26,0.26",20,,
ca,bathroom remodel before and after,basement renovation,,,,,70,31,0.30,0.12,187,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, Image Pack, Site Links, Video, Image","0.09,0.33,0.33,0.42,0.33,0.33,0.19,0.33,0.33,0.33,0.23,0.33",20,,
ca,before and after home renovations,basement renovation,,,,,70,32,0.86,0.04,119,Informational,"Video, Image, Video Carousel, Related Searches, Image Pack, Site Links","0.17,0.64,0.52,0.11,0.64,0.52,0.41,0.52,0.41,0.41,0.41,0.41",20,,
ca,before and after house renovation,basement renovation,,,,,70,28,1.41,0.05,123,Informational,"Video Carousel, Related Searches, Image Pack, Site Links, Video","0.27,0.63,0.63,0.81,0.63,0.45,0.09,0.63,0.81,1.00,0.63,0.63",20,,
ca,constructing basement walls,basement renovation,,,,,70,15,2.44,0.09,171,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Video Carousel","0.14,0.50,0.35,0.50,0.64,0.50,0.50,0.64,0.35,0.14,0.78,0.14",90,,
ca,exposed basement ceiling ideas,basement renovation,,,,,70,25,0.00,0.32,190,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Short Videos, Discussions And Forums, Reviews, Video","0.21,0.21,0.21,0.21,0.21,0.28,0.21,0.34,0.21,0.28,0.21,0.15",90,,
ca,home improvement services,basement renovation,,,,,70,15,4.38,0.33,140,Informational,"Reviews, Video, People Also Ask, Related Searches, AI Overview","0.28,0.78,1.00,0.50,0.35,0.35,0.35,0.28,0.28,0.78,0.35,0.50",90,,
ca,home renovation process,basement renovation,,,,,70,32,0.00,0.33,128,Informational,"Related Searches, Discussions And Forums, AI Overview, Reviews, Video, Video Carousel, People Also Ask","0.09,0.80,1.00,0.66,0.52,0.23,0.19,0.14,0.19,0.14,0.09,0.09",90,,
ca,home renovations ideas,basement renovation,,,,,70,55,0.82,0.30,195,Informational,"Related Searches, Discussions And Forums, AI Overview, Reviews, Video, Image, Video Carousel, People Also Ask","0.52,0.41,0.41,0.41,0.29,0.29,0.52,0.82,0.41,0.41,0.52,0.41",90,,
ca,how to fix baseboard trim,basement renovation,,,,,70,31,0.63,0.81,105,Informational,"Reviews, Video, People Also Ask, Related Searches, Short Videos, Discussions And Forums, AI Overview, Image Pack","0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.63,0.45,0.63",90,,
ca,ideas for remodeling a bathroom,basement renovation,,,,,70,48,0.42,1.00,57,Informational,"Image, People Also Ask, Related Searches, Image Pack, Reviews","0.23,0.33,0.00,0.52,0.42,0.42,0.23,0.52,0.42,0.66,0.52,0.33",90,,
ca,laundry room ideas basement,basement renovation,,,,,70,31,0.34,0.29,173,Informational,"Site Links, Reviews, Video, Image, Popular Products, Related Searches, Image Pack, Video Carousel, People Also Ask","0.50,0.64,0.35,0.35,0.35,0.35,0.64,0.64,1.00,0.35,0.35,0.14",20,,
ca,painting concrete basement walls,basement renovation,,,,,70,5,0.83,0.79,170,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.09,0.33,0.33,0.42,0.42,0.42,0.33,0.52,0.33,0.42,0.33,0.33",20,,
ca,remodeling ideas,basement renovation,,,,,70,46,0.85,0.26,195,Informational,"Image Pack, Reviews, Image, People Also Ask, Popular Products, Related Searches, AI Overview, Video, Video Carousel","0.23,0.29,0.17,0.41,0.82,1.00,0.64,0.52,0.41,0.41,0.29,0.23",75,,
ca,subfloor over concrete basement floor,basement renovation,,,,,70,24,1.13,0.92,164,Informational,"Reviews, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Popular Products, Discussions And Forums","0.18,0.45,0.81,0.81,0.81,1.00,0.81,0.63,0.45,0.63,0.63,0.36",20,,
ca,types of basements,basement renovation,,,,,70,14,0.00,0.01,128,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Video","0.01,0.01,0.01,0.13,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02",90,,
ca,update kitchen cupboards,basement renovation,,,,,70,37,1.17,0.87,165,Informational,"Video Carousel, People Also Ask, Popular Products, Video, Related Searches, Discussions And Forums, AI Overview, Image Pack, Reviews","0.81,0.81,0.63,0.63,0.63,0.63,0.45,0.63,0.45,0.63,0.63,0.18",90,,
ca,basement stair handrail ideas,basement renovation,,,,,50,26,0.72,1.00,184,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.14,0.35,0.28,0.28,0.50,0.35,0.28,0.35,0.28,0.50,0.50,0.28",20,,
ca,design renovations,basement renovation,,,,,50,48,2.54,0.54,136,Informational,"Image Pack, Reviews, Video, People Also Ask, Related Searches, Local Pack","0.19,1.00,0.07,0.07,0.07,0.07,0.07,0.15,0.15,0.19,0.15,0.19",75,,
ca,how to soundproof a basement,basement renovation,,,,,50,6,0.46,1.00,161,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Adwords Middle, AI Overview, Site Links, Reviews","0.14,0.35,0.64,0.50,0.64,0.50,0.21,0.35,0.21,0.21,0.14,0.14",20,,
ca,basement development edmonton cost,basement renovation,,,,,90,7,2.08,0.25,127,Informational,"Related Searches, AI Overview, Site Links, Reviews, Video, People Also Ask","0.04,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.04",20,,
ca,basement leaking water,basement renovation,,,,,90,13,6.32,0.68,126,Informational,"Reviews, Video, Video Carousel, Related Searches, Short Videos, Site Links, People Also Ask, Discussions And Forums, AI Overview","0.29,0.64,0.29,0.41,0.23,0.23,0.64,0.41,0.41,1.00,1.00,0.52",20,,
ca,basement seepage,basement renovation,,,,,90,27,3.46,0.51,76,Informational,"Reviews, Video, Video Carousel, Short Videos, AI Overview, Site Links, Image, People Also Ask, Related Searches","0.09,0.52,0.42,0.52,0.52,0.66,0.33,0.52,0.23,0.33,0.33,0.42",20,,
ca,basement wall leak repair,basement renovation,,,,,90,13,4.47,0.90,171,Informational,"Site Links, Video Carousel, Discussions And Forums, Reviews, Video, People Also Ask, Related Searches, Short Videos, AI Overview, Local Pack","0.11,0.52,0.41,0.82,0.41,0.41,1.00,0.64,0.23,0.41,0.52,0.64",20,,
ca,cement block fence,basement renovation,,,,,90,28,0.71,0.15,197,Informational,"Related Searches, Site Links, Video, Video Carousel, Short Videos, Image Pack, Image, People Also Ask, Popular Products","0.80,0.52,0.33,0.33,0.23,0.23,0.19,0.33,0.33,0.33,0.66,1.00",20,,
ca,do you need a permit to finish a basement,basement renovation,,,,,90,12,1.65,0.06,135,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video, People Also Ask","0.06,0.05,0.03,0.03,0.06,0.04,0.03,0.05,0.04,0.06,0.05,0.05",20,,
ca,game room ideas basement,basement renovation,,,,,90,23,0.22,0.92,188,Informational,"Video Carousel, Popular Products, Image, People Also Ask, Related Searches, Short Videos, Discussions And Forums, Image Pack, Site Links, Reviews, Video","0.42,0.33,0.42,0.52,0.42,0.66,0.52,0.80,0.33,0.52,0.33,0.23",20,,
ca,home remodel before and after,basement renovation,,,,,90,35,0.86,0.04,122,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.52,0.42,0.42,0.33,0.42,0.42,0.33,0.42,0.52,0.52,0.19,0.33",20,,
ca,how to construct basement walls,basement renovation,,,,,90,35,0.00,0.03,105,Informational,"Video, People Also Ask, Related Searches, AI Overview, Image Pack","0.78,0.50,1.00,0.78,0.64,0.64,0.64,0.78,0.50,0.64,0.50,0.50",90,,
ca,kitchen upgrade,basement renovation,,,,,90,39,2.53,0.69,179,Informational,"Video Carousel, People Also Ask, Image Pack, Site Links, Related Searches, Discussions And Forums, AI Overview, Local Pack, Reviews, Video","0.50,0.64,0.50,0.78,0.64,0.78,0.78,0.50,0.78,0.50,1.00,0.64",20,,
ca,plumbing a basement bathroom,basement renovation,,,,,90,41,4.73,0.17,66,Informational,"Image Pack, Reviews, Video, People Also Ask, Related Searches","0.00,0.29,0.23,0.82,0.29,0.41,1.00,0.64,0.52,0.82,0.82,0.82",90,,
ca,small basement ideas on a budget,basement renovation,,,,,90,33,0.00,0.14,142,Informational,"Reviews, Video, Image, People Also Ask, Related Searches, Image Pack","0.15,0.19,0.12,0.12,0.15,0.15,0.05,0.09,0.06,0.06,0.05,0.04",90,,
ca,walk in basement,basement renovation,,,,,90,14,0.00,0.03,189,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches, Discussions And Forums, AI Overview, Video Carousel, People Also Ask, Short Videos","0.78,0.78,1.00,0.64,0.50,0.64,0.50,0.50,0.50,0.78,0.78,0.78",20,,
ca,waterproofing a basement,basement renovation,,,,,90,32,4.95,0.54,170,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video","0.09,0.66,0.66,0.52,0.42,0.42,1.00,0.66,0.23,0.23,0.23,0.33",20,,
ca,apartment renovation,basement renovation,,,,,70,16,2.45,0.30,109,Informational,"Reviews, Video Carousel, People Also Ask, Discussions And Forums, AI Overview, Knowledge Panel, Image Pack, Site Links, Video, Related Searches","0.10,0.22,0.22,0.22,0.10,0.10,0.18,0.14,0.14,0.18,0.06,0.22",20,,
ca,before after kitchen remodel,basement renovation,,,,,70,39,1.17,0.21,51,Informational,"Related Searches, Image Pack, Image","0.09,0.23,0.23,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.52,0.52",90,,
ca,home installation,basement renovation,,,,,70,30,3.54,0.33,140,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Local Pack, Image Pack, Reviews","0.09,0.42,0.33,0.42,0.42,0.66,0.66,0.52,0.09,0.14,0.14,0.14",75,,
ca,how much does bathroom reno cost,basement renovation,,,,,70,13,1.41,0.32,203,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.34,0.34,0.26,0.53,0.34,0.26,0.19,0.15,0.26,0.19,0.26,0.19",20,,
ca,how much does bathroom renovation cost,basement renovation,,,,,70,14,1.41,0.35,200,Informational,"AI Overview, Site Links, Reviews, Video, Adwords Bottom, People Also Ask, Related Searches, Discussions And Forums","0.45,0.45,0.45,0.63,0.45,0.27,0.27,0.81,0.63,1.00,0.63,0.81",20,,
ca,how to build basement walls,basement renovation,,,,,70,39,0.00,0.03,106,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.50,0.50,1.00,0.50,0.35,0.50,1.00,0.64,0.00,0.50,0.64,0.00",90,,
ca,kitchen redesign before and after,basement renovation,,,,,70,35,0.49,0.33,120,Informational,"Video, Image, Adwords Bottom, Video Carousel, Related Searches, Image Pack, Site Links","0.09,0.23,0.23,0.33,0.33,0.33,0.33,0.42,0.33,0.33,0.52,0.09",20,,
ca,rectangular basement floor plans,basement renovation,,,,,70,14,0.00,0.03,196,Informational,"Image Pack, Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches","0.09,0.42,0.33,0.42,0.33,0.33,0.33,0.23,0.33,0.33,0.23,0.09",20,,
ca,remodel before and after,basement renovation,,,,,70,30,0.00,0.04,112,Informational,"Image Pack, Site Links, Video, Video Carousel","0.50,0.50,0.35,0.35,0.64,0.50,0.50,0.28,0.50,0.50,0.50,0.28",20,,
