priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
1,2,head,hardwood floor installation toronto,anchor-city,Commercial,hardwood-floor-installation,Hardwood Floor Installation,Flooring,yes,,,,,,service page,/services/hardwood-floor-installation/,170,23,4.18,yes
1,2,head,home additions,head,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,2400,13,4.38,yes
1,2,head,home additions contractor,hiring,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,390,10,4.25,yes
1,2,head,home additions contractors,hiring,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,110,5,5.29,yes
1,2,head,home additions near me,near-me,Transactional,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,320,10,2.62,yes
1,2,head,home additions toronto,anchor-city,Commercial,home-addition,Home Addition,Whole Home,yes,,,,,,service page,/services/home-addition/,1300,23,4.87,yes
1,2,head,home renovation,head,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
1,2,head,home renovation contractor,hiring,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
1,2,head,home renovation contractors,hiring,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
1,2,head,home renovation near me,near-me,Transactional,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,480,16,3.68,yes
1,2,head,home renovation toronto,anchor-city,Commercial,home-renovation,Home Renovation,Whole Home,yes,,,,,,service page,/services/home-renovation/,,,,no
1,2,head,house extension,head,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,480,5,2.98,yes
1,2,head,house extension contractor,hiring,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
1,2,head,house extension contractors,hiring,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
1,2,head,house extension near me,near-me,Transactional,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,,,,no
1,2,head,house extension toronto,anchor-city,Commercial,house-extension,House Extension,Whole Home,yes,,,,,,service page,/services/house-extension/,320,13,0.00,yes
1,2,head,house painting,head,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
1,2,head,house painting contractor,hiring,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
1,3,head,house painting contractors,hiring,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
1,3,head,house painting near me,near-me,Transactional,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
1,3,head,house painting toronto,anchor-city,Commercial,house-painting,House Painting,Painting,yes,,,,,,service page,/services/house-painting/,,,,no
1,3,head,insulation contractor,head,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
1,3,head,insulation contractor near me,near-me,Transactional,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
1,3,head,insulation contractor toronto,anchor-city,Commercial,insulation-contractor,Insulation Contractor,Insulation & Energy,yes,,,,,,service page,/services/insulation-contractor/,,,,no
1,3,head,interior door installation,head,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,320,25,2.35,yes
1,3,head,interior door installation contractor,hiring,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
1,3,head,interior door installation contractors,hiring,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
1,3,head,interior door installation near me,near-me,Transactional,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,590,20,2.78,yes
1,3,head,interior door installation toronto,anchor-city,Commercial,interior-door-installation,Interior Door Installation,Doors,yes,,,,,,service page,/services/interior-door-installation/,,,,no
1,3,head,interior painting,head,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
1,3,head,interior painting contractor,hiring,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
1,3,head,interior painting contractors,hiring,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
1,3,head,interior painting near me,near-me,Transactional,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
1,3,head,interior painting toronto,anchor-city,Commercial,interior-painting,Interior Painting,Painting,yes,,,,,,service page,/services/interior-painting/,,,,no
1,3,head,interior renovation,head,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,590,11,3.52,yes
1,3,head,interior renovation contractor,hiring,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,110,25,4.62,yes
1,3,head,interior renovation contractors,hiring,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
1,3,head,interior renovation near me,near-me,Transactional,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
1,3,head,interior renovation toronto,anchor-city,Commercial,interior-renovation,Interior Renovation,Whole Home,yes,,,,,,service page,/services/interior-renovation/,,,,no
1,3,head,interlocking installation,head,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
1,3,head,interlocking installation contractor,hiring,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
1,3,head,interlocking installation contractors,hiring,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
1,3,head,interlocking installation near me,near-me,Transactional,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
1,3,head,interlocking installation toronto,anchor-city,Commercial,interlocking-installation,Interlocking Installation,Concrete & Masonry,yes,,,,,,service page,/services/interlocking-installation/,,,,no
1,3,head,kitchen remodeling,head,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,1900,27,3.20,yes
1,3,head,kitchen remodeling contractor,hiring,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,260,22,2.51,yes
1,3,head,kitchen remodeling contractors,hiring,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,880,18,2.51,yes
1,3,head,kitchen remodeling near me,near-me,Transactional,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,,,,no
1,3,head,kitchen remodeling toronto,anchor-city,Commercial,kitchen-remodeling,Kitchen Remodeling,Kitchen,yes,,,,,,service page,/services/kitchen-remodeling/,,,,no
1,3,head,kitchen renovation,head,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
1,3,head,kitchen renovation contractor,hiring,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,1600,16,2.63,yes
1,3,head,kitchen renovation contractors,hiring,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
1,3,head,kitchen renovation near me,near-me,Transactional,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,1300,15,3.69,yes
1,3,head,kitchen renovation toronto,anchor-city,Commercial,kitchen-renovation,Kitchen Renovation,Kitchen,yes,,,,,,service page,/services/kitchen-renovation/,,,,no
1,3,head,laminate floor installation,head,Commercial,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
1,3,head,laminate floor installation contractor,hiring,Commercial,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
1,3,head,laminate floor installation contractors,hiring,Commercial,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
1,3,head,laminate floor installation near me,near-me,Transactional,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
1,3,head,laminate floor installation toronto,anchor-city,Commercial,laminate-floor-installation,Laminate Floor Installation,Flooring,yes,,,,,,service page,/services/laminate-floor-installation/,,,,no
1,3,head,legal basement apartment,head,Commercial,legal-basement-apartment,Legal Basement Apartment,Basement,yes,,,,,,service page,/services/legal-basement-apartment/,,,,no
1,3,head,legal basement apartment contractor,hiring,Commercial,legal-basement-apartment,Legal Basement Apartment,Basement,yes,,,,,,service page,/services/legal-basement-apartment/,,,,no
1,3,head,legal basement apartment contractors,hiring,Commercial,legal-basement-apartment,Legal Basement Apartment,Basement,yes,,,,,,service page,/services/legal-basement-apartment/,,,,no
1,3,head,legal basement apartment near me,near-me,Transactional,legal-basement-apartment,Legal Basement Apartment,Basement,yes,,,,,,service page,/services/legal-basement-apartment/,,,,no
1,3,head,legal basement apartment toronto,anchor-city,Commercial,legal-basement-apartment,Legal Basement Apartment,Basement,yes,,,,,,service page,/services/legal-basement-apartment/,,,,no
1,3,head,painting contractor,head,Commercial,painting-contractor,Painting Contractor,Painting,yes,,,,,,service page,/services/painting-contractor/,,,,no
1,3,head,painting contractor near me,near-me,Transactional,painting-contractor,Painting Contractor,Painting,yes,,,,,,service page,/services/painting-contractor/,,,,no
1,3,head,painting contractor toronto,anchor-city,Commercial,painting-contractor,Painting Contractor,Painting,yes,,,,,,service page,/services/painting-contractor/,,,,no
1,3,head,plumbing contractor,head,Commercial,plumbing-contractor,Plumbing Contractor,Plumbing,yes,,,,,,service page,/services/plumbing-contractor/,,,,no
1,3,head,plumbing contractor near me,near-me,Transactional,plumbing-contractor,Plumbing Contractor,Plumbing,yes,,,,,,service page,/services/plumbing-contractor/,,,,no
1,3,head,plumbing contractor toronto,anchor-city,Commercial,plumbing-contractor,Plumbing Contractor,Plumbing,yes,,,,,,service page,/services/plumbing-contractor/,,,,no
1,3,head,pot light installation,head,Commercial,pot-light-installation,Pot Light Installation,Electrical,yes,,,,,,service page,/services/pot-light-installation/,,,,no
1,3,head,pot light installation contractor,hiring,Commercial,pot-light-installation,Pot Light Installation,Electrical,yes,,,,,,service page,/services/pot-light-installation/,,,,no
1,3,head,pot light installation contractors,hiring,Commercial,pot-light-installation,Pot Light Installation,Electrical,yes,,,,,,service page,/services/pot-light-installation/,,,,no
1,3,head,pot light installation near me,near-me,Transactional,pot-light-installation,Pot Light Installation,Electrical,yes,,,,,,service page,/services/pot-light-installation/,,,,no
1,3,head,pot light installation toronto,anchor-city,Commercial,pot-light-installation,Pot Light Installation,Electrical,yes,,,,,,service page,/services/pot-light-installation/,,,,no
1,3,head,renovation contractor,head,Commercial,renovation-contractor,Renovation Contractor,Whole Home,yes,,,,,,service page,/services/renovation-contractor/,,,,no
1,3,head,renovation contractor near me,near-me,Transactional,renovation-contractor,Renovation Contractor,Whole Home,yes,,,,,,service page,/services/renovation-contractor/,260,18,4.21,yes
1,3,head,renovation contractor toronto,anchor-city,Commercial,renovation-contractor,Renovation Contractor,Whole Home,yes,,,,,,service page,/services/renovation-contractor/,,,,no
1,3,head,roof replacement,head,Commercial,roof-replacement,Roof Replacement,Roofing,yes,,,,,,service page,/services/roof-replacement/,,,,no
1,3,head,roof replacement contractor,hiring,Commercial,roof-replacement,Roof Replacement,Roofing,yes,,,,,,service page,/services/roof-replacement/,,,,no
1,3,head,roof replacement contractors,hiring,Commercial,roof-replacement,Roof Replacement,Roofing,yes,,,,,,service page,/services/roof-replacement/,,,,no
1,3,head,roof replacement near me,near-me,Transactional,roof-replacement,Roof Replacement,Roofing,yes,,,,,,service page,/services/roof-replacement/,,,,no
1,3,head,roof replacement toronto,anchor-city,Commercial,roof-replacement,Roof Replacement,Roofing,yes,,,,,,service page,/services/roof-replacement/,,,,no
1,3,head,roofing contractor,head,Commercial,roofing-contractor,Roofing Contractor,Roofing,yes,,,,,,service page,/services/roofing-contractor/,,,,no
1,3,head,roofing contractor near me,near-me,Transactional,roofing-contractor,Roofing Contractor,Roofing,yes,,,,,,service page,/services/roofing-contractor/,,,,no
1,3,head,roofing contractor toronto,anchor-city,Commercial,roofing-contractor,Roofing Contractor,Roofing,yes,,,,,,service page,/services/roofing-contractor/,,,,no
